objective,correct algorithm,true,predicted algorithm,pred,equal,sape
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",342169.3333333333,"delta_f<512, 8, uncompr_f>",342169.3333333333,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",338806.0,"delta_f<512, 8, uncompr_f>",338806.0,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",336774.6666666667,"delta_f<512, 8, uncompr_f>",336774.6666666667,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",340320.3333333333,"delta_f<512, 8, uncompr_f>",340320.3333333333,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",338926.3333333333,"delta_f<512, 8, uncompr_f>",338926.3333333333,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",342706.3333333333,"delta_f<512, 8, uncompr_f>",342706.3333333333,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",340674.0,"delta_f<512, 8, uncompr_f>",340674.0,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",342682.0,"delta_f<512, 8, uncompr_f>",342682.0,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",342845.3333333333,"delta_f<512, 8, uncompr_f>",342845.3333333333,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",339041.0,"delta_f<512, 8, uncompr_f>",339041.0,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",341728.3333333333,"delta_f<512, 8, uncompr_f>",341728.3333333333,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",341604.6666666667,"delta_f<512, 8, uncompr_f>",341604.6666666667,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",339321.3333333333,"delta_f<512, 8, uncompr_f>",339321.3333333333,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",340547.0,"delta_f<512, 8, uncompr_f>",340547.0,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",339137.0,"delta_f<512, 8, uncompr_f>",339137.0,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",339297.6666666667,"delta_f<512, 8, uncompr_f>",339297.6666666667,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",338693.3333333333,"delta_f<512, 8, uncompr_f>",338693.3333333333,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",339254.6666666667,"delta_f<512, 8, uncompr_f>",339254.6666666667,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",343370.6666666667,"delta_f<512, 8, uncompr_f>",343370.6666666667,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",341088.3333333333,"delta_f<512, 8, uncompr_f>",341088.3333333333,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",344495.6666666667,"delta_f<512, 8, uncompr_f>",344495.6666666667,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",340059.3333333333,"delta_f<512, 8, uncompr_f>",340059.3333333333,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",340936.6666666667,"delta_f<512, 8, uncompr_f>",340936.6666666667,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",338953.3333333333,"delta_f<512, 8, uncompr_f>",338953.3333333333,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",337107.0,"delta_f<512, 8, uncompr_f>",337107.0,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",342361.3333333333,"delta_f<512, 8, uncompr_f>",342361.3333333333,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",340586.3333333333,"delta_f<512, 8, uncompr_f>",340586.3333333333,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",342476.3333333333,"delta_f<512, 8, uncompr_f>",342476.3333333333,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",343062.6666666667,"delta_f<512, 8, uncompr_f>",343062.6666666667,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",339736.6666666667,"delta_f<512, 8, uncompr_f>",339736.6666666667,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",340540.6666666667,"delta_f<512, 8, uncompr_f>",340540.6666666667,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",340905.0,"delta_f<512, 8, uncompr_f>",340905.0,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",340319.6666666667,"delta_f<512, 8, uncompr_f>",340319.6666666667,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",339094.0,"delta_f<512, 8, uncompr_f>",339094.0,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",343685.0,"delta_f<512, 8, uncompr_f>",343685.0,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",340526.0,"delta_f<512, 8, uncompr_f>",340526.0,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",341812.0,"delta_f<512, 8, uncompr_f>",341812.0,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",339395.3333333333,"delta_f<512, 8, uncompr_f>",339395.3333333333,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",343446.6666666667,"delta_f<512, 8, uncompr_f>",343446.6666666667,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",341788.3333333333,"delta_f<512, 8, uncompr_f>",341788.3333333333,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",340851.3333333333,"delta_f<512, 8, uncompr_f>",340851.3333333333,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",338690.0,"delta_f<512, 8, uncompr_f>",338690.0,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",336976.6666666667,"delta_f<512, 8, uncompr_f>",336976.6666666667,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",339890.0,"delta_f<512, 8, uncompr_f>",339890.0,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",338873.0,"delta_f<512, 8, uncompr_f>",338873.0,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",343720.6666666667,"delta_f<512, 8, uncompr_f>",343720.6666666667,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",340974.0,"delta_f<512, 8, uncompr_f>",340974.0,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",345008.6666666667,"delta_f<512, 8, uncompr_f>",345008.6666666667,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",340290.6666666667,"delta_f<512, 8, uncompr_f>",340290.6666666667,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",339985.3333333333,"delta_f<512, 8, uncompr_f>",339985.3333333333,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",339178.0,"delta_f<512, 8, uncompr_f>",339178.0,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",339593.3333333333,"delta_f<512, 8, uncompr_f>",339593.3333333333,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",339234.6666666667,"delta_f<512, 8, uncompr_f>",339234.6666666667,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",342711.0,"delta_f<512, 8, uncompr_f>",342711.0,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",341438.6666666667,"delta_f<512, 8, uncompr_f>",341438.6666666667,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",344460.3333333333,"delta_f<512, 8, uncompr_f>",344460.3333333333,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",340313.3333333333,"delta_f<512, 8, uncompr_f>",340313.3333333333,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",340772.6666666667,"delta_f<512, 8, uncompr_f>",340772.6666666667,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",342253.0,"delta_f<512, 8, uncompr_f>",342253.0,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",339861.0,"delta_f<512, 8, uncompr_f>",339861.0,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",340857.6666666667,"delta_f<512, 8, uncompr_f>",340857.6666666667,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",339434.6666666667,"delta_f<512, 8, uncompr_f>",339434.6666666667,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",343634.6666666667,"delta_f<512, 8, uncompr_f>",343634.6666666667,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",340340.0,"delta_f<512, 8, uncompr_f>",340340.0,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",338740.6666666667,"delta_f<512, 8, uncompr_f>",338740.6666666667,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",341538.3333333333,"delta_f<512, 8, uncompr_f>",341538.3333333333,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",343025.3333333333,"delta_f<512, 8, uncompr_f>",343025.3333333333,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",342611.6666666667,"delta_f<512, 8, uncompr_f>",342611.6666666667,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",342212.0,"delta_f<512, 8, uncompr_f>",342212.0,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",341305.3333333333,"delta_f<512, 8, uncompr_f>",341305.3333333333,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",338915.0,"delta_f<512, 8, uncompr_f>",338915.0,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",337643.3333333333,"delta_f<512, 8, uncompr_f>",337643.3333333333,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",342332.0,"delta_f<512, 8, uncompr_f>",342332.0,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",340982.6666666667,"delta_f<512, 8, uncompr_f>",340982.6666666667,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",345539.6666666667,"delta_f<512, 8, uncompr_f>",345539.6666666667,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",340524.6666666667,"delta_f<512, 8, uncompr_f>",340524.6666666667,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",339944.0,"delta_f<512, 8, uncompr_f>",339944.0,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",338687.6666666667,"delta_f<512, 8, uncompr_f>",338687.6666666667,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",339460.3333333333,"delta_f<512, 8, uncompr_f>",339460.3333333333,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",339734.6666666667,"delta_f<512, 8, uncompr_f>",339734.6666666667,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",340886.3333333333,"delta_f<512, 8, uncompr_f>",340886.3333333333,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",339479.0,"delta_f<512, 8, uncompr_f>",339479.0,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",342218.6666666667,"delta_f<512, 8, uncompr_f>",342218.6666666667,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",340890.0,"delta_f<512, 8, uncompr_f>",340890.0,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",338710.0,"delta_f<512, 8, uncompr_f>",338710.0,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",343508.6666666667,"delta_f<512, 8, uncompr_f>",343508.6666666667,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",341238.6666666667,"delta_f<512, 8, uncompr_f>",341238.6666666667,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",344333.0,"delta_f<512, 8, uncompr_f>",344333.0,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",340084.3333333333,"delta_f<512, 8, uncompr_f>",340084.3333333333,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",340049.3333333333,"delta_f<512, 8, uncompr_f>",340049.3333333333,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",338356.3333333333,"delta_f<512, 8, uncompr_f>",338356.3333333333,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",337231.3333333333,"delta_f<512, 8, uncompr_f>",337231.3333333333,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",341936.6666666667,"delta_f<512, 8, uncompr_f>",341936.6666666667,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",340420.3333333333,"delta_f<512, 8, uncompr_f>",340420.3333333333,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",342266.3333333333,"delta_f<512, 8, uncompr_f>",342266.3333333333,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",342964.0,"delta_f<512, 8, uncompr_f>",342964.0,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",338907.6666666667,"delta_f<512, 8, uncompr_f>",338907.6666666667,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",341026.6666666667,"delta_f<512, 8, uncompr_f>",341026.6666666667,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",339309.0,"delta_f<512, 8, uncompr_f>",339309.0,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",339633.0,"delta_f<512, 8, uncompr_f>",339633.0,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",338489.3333333333,"delta_f<512, 8, uncompr_f>",338489.3333333333,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",339148.6666666667,"delta_f<512, 8, uncompr_f>",339148.6666666667,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",343776.0,"delta_f<512, 8, uncompr_f>",343776.0,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",340671.0,"delta_f<512, 8, uncompr_f>",340671.0,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",340607.6666666667,"delta_f<512, 8, uncompr_f>",340607.6666666667,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",339479.0,"delta_f<512, 8, uncompr_f>",339479.0,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",343311.0,"delta_f<512, 8, uncompr_f>",343311.0,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",341336.3333333333,"delta_f<512, 8, uncompr_f>",341336.3333333333,1,0.0
runtime compr ram2ram [µs],"delta_f<512, 8, uncompr_f>",340630.3333333333,"delta_f<512, 8, uncompr_f>",340630.3333333333,1,0.0
runtime compr ram2ram [µs],"static_vbp_f<vbp_l<bw, 8> >",47772.0,"dynamic_vbp_f<512, 64, 8>",60116.66666666666,0,22.884084210266124
runtime compr ram2ram [µs],"static_vbp_f<vbp_l<bw, 8> >",47810.333333333336,"dynamic_vbp_f<512, 64, 8>",60048.333333333336,0,22.692659529754987
runtime compr ram2ram [µs],"static_vbp_f<vbp_l<bw, 8> >",46348.333333333336,"dynamic_vbp_f<512, 64, 8>",64713.66666666666,0,33.07221792032076
runtime compr ram2ram [µs],"static_vbp_f<vbp_l<bw, 8> >",46334.66666666666,"dynamic_vbp_f<512, 64, 8>",64164.333333333336,0,32.27118194131472
runtime compr ram2ram [µs],"static_vbp_f<vbp_l<bw, 8> >",46893.0,"dynamic_vbp_f<512, 64, 8>",69493.33333333333,0,38.8367477281124
runtime compr ram2ram [µs],"static_vbp_f<vbp_l<bw, 8> >",46997.0,"dynamic_vbp_f<512, 64, 8>",67767.33333333333,0,36.19649542686025
runtime compr ram2ram [µs],"static_vbp_f<vbp_l<bw, 8> >",64826.333333333336,"dynamic_vbp_f<512, 64, 8>",73611.0,0,12.691181569518815
runtime compr ram2ram [µs],"static_vbp_f<vbp_l<bw, 8> >",64708.66666666666,"dynamic_vbp_f<512, 64, 8>",74372.0,0,13.896012386097292
runtime compr ram2ram [µs],"static_vbp_f<vbp_l<bw, 8> >",69693.0,"dynamic_vbp_f<512, 64, 8>",79316.0,0,12.915998362515015
runtime compr ram2ram [µs],"static_vbp_f<vbp_l<bw, 8> >",69780.33333333333,"dynamic_vbp_f<512, 64, 8>",77459.33333333333,0,10.430613127350194
runtime compr ram2ram [µs],"static_vbp_f<vbp_l<bw, 8> >",74045.0,"dynamic_vbp_f<512, 64, 8>",83730.66666666667,0,12.277769913822794
runtime compr ram2ram [µs],"static_vbp_f<vbp_l<bw, 8> >",73972.0,"dynamic_vbp_f<512, 64, 8>",82609.0,0,11.031989832738327
runtime compr ram2ram [µs],"static_vbp_f<vbp_l<bw, 8> >",79546.0,"dynamic_vbp_f<512, 64, 8>",88420.0,0,10.566424157269925
runtime compr ram2ram [µs],"static_vbp_f<vbp_l<bw, 8> >",81449.0,"dynamic_vbp_f<512, 64, 8>",87005.0,0,6.596459567597089
runtime compr ram2ram [µs],"static_vbp_f<vbp_l<bw, 8> >",82748.33333333333,"dynamic_vbp_f<512, 64, 8>",92320.0,0,10.934777848649583
runtime compr ram2ram [µs],"static_vbp_f<vbp_l<bw, 8> >",82645.66666666667,"dynamic_vbp_f<512, 64, 8>",91524.0,0,10.195039702665403
runtime compr ram2ram [µs],"static_vbp_f<vbp_l<bw, 8> >",88793.66666666667,"dynamic_vbp_f<512, 64, 8>",97886.33333333331,0,9.741447039497153
runtime compr ram2ram [µs],"static_vbp_f<vbp_l<bw, 8> >",91112.0,"dynamic_vbp_f<512, 64, 8>",95873.66666666669,0,5.093082000937703
runtime compr ram2ram [µs],"static_vbp_f<vbp_l<bw, 8> >",91810.0,"dynamic_vbp_f<512, 64, 8>",102499.66666666669,0,11.00271216563254
runtime compr ram2ram [µs],"static_vbp_f<vbp_l<bw, 8> >",92052.0,"dynamic_vbp_f<512, 64, 8>",100952.33333333331,0,9.222936272587988
runtime compr ram2ram [µs],"static_vbp_f<vbp_l<bw, 8> >",96280.0,"dynamic_vbp_f<512, 64, 8>",119919.33333333331,0,21.86809086676183
runtime compr ram2ram [µs],"static_vbp_f<vbp_l<bw, 8> >",96261.66666666669,"dynamic_vbp_f<512, 64, 8>",105698.66666666669,0,9.345399509144533
runtime compr ram2ram [µs],"static_vbp_f<vbp_l<bw, 8> >",101091.0,"dynamic_vbp_f<512, 64, 8>",111252.0,0,9.570364928441249
runtime compr ram2ram [µs],"static_vbp_f<vbp_l<bw, 8> >",101083.0,"dynamic_vbp_f<512, 64, 8>",110397.66666666669,0,8.809000665151443
runtime compr ram2ram [µs],"static_vbp_f<vbp_l<bw, 8> >",107304.66666666669,"dynamic_vbp_f<512, 64, 8>",116028.0,0,7.811963617801826
runtime compr ram2ram [µs],"static_vbp_f<vbp_l<bw, 8> >",107181.66666666669,"dynamic_vbp_f<512, 64, 8>",115038.66666666669,0,7.071360106560904
runtime compr ram2ram [µs],"static_vbp_f<vbp_l<bw, 8> >",109235.0,"dynamic_vbp_f<512, 64, 8>",120641.0,0,9.923610990273017
runtime compr ram2ram [µs],"static_vbp_f<vbp_l<bw, 8> >",109345.0,"dynamic_vbp_f<512, 64, 8>",119262.33333333331,0,8.676303763950397
runtime compr ram2ram [µs],"static_vbp_f<vbp_l<bw, 8> >",113474.33333333331,"dynamic_vbp_f<512, 64, 8>",125198.33333333331,0,9.824334025122274
runtime compr ram2ram [µs],"static_vbp_f<vbp_l<bw, 8> >",113256.0,"dynamic_vbp_f<512, 64, 8>",123705.0,0,8.819172775266816
runtime compr ram2ram [µs],"static_vbp_f<vbp_l<bw, 8> >",115903.33333333331,"dynamic_vbp_f<512, 64, 8>",127974.0,0,9.898965600192463
runtime compr ram2ram [µs],"static_vbp_f<vbp_l<bw, 8> >",116051.33333333331,"dynamic_vbp_f<512, 64, 8>",127829.66666666669,0,9.659082366673395
runtime compr ram2ram [µs],"static_vbp_f<vbp_l<bw, 8> >",122669.66666666669,"dynamic_vbp_f<512, 64, 8>",134197.0,0,8.975343887879559
runtime compr ram2ram [µs],"static_vbp_f<vbp_l<bw, 8> >",122637.33333333331,"dynamic_vbp_f<512, 64, 8>",132105.0,0,7.433131778908638
runtime compr ram2ram [µs],"static_vbp_f<vbp_l<bw, 8> >",128364.0,"dynamic_vbp_f<512, 64, 8>",138459.0,0,7.566813955318695
runtime compr ram2ram [µs],"static_vbp_f<vbp_l<bw, 8> >",128388.66666666669,"dynamic_vbp_f<512, 64, 8>",137493.66666666666,0,6.848894310390413
runtime compr ram2ram [µs],"static_vbp_f<vbp_l<bw, 8> >",131743.33333333334,"dynamic_vbp_f<512, 64, 8>",143071.0,0,8.243868890875406
runtime compr ram2ram [µs],"static_vbp_f<vbp_l<bw, 8> >",131643.0,"dynamic_vbp_f<512, 64, 8>",142034.33333333334,0,7.593857486675312
runtime compr ram2ram [µs],"static_vbp_f<vbp_l<bw, 8> >",134352.33333333334,"dynamic_vbp_f<512, 64, 8>",147110.66666666666,0,9.06572681548432
runtime compr ram2ram [µs],"static_vbp_f<vbp_l<bw, 8> >",134390.0,"dynamic_vbp_f<512, 64, 8>",146529.66666666666,0,8.64280298400847
runtime compr ram2ram [µs],"static_vbp_f<vbp_l<bw, 8> >",139394.33333333334,"dynamic_vbp_f<512, 64, 8>",151994.66666666666,0,8.64846190716418
runtime compr ram2ram [µs],"static_vbp_f<vbp_l<bw, 8> >",139489.66666666666,"dynamic_vbp_f<512, 64, 8>",150545.33333333334,0,7.623677602128493
runtime compr ram2ram [µs],"static_vbp_f<vbp_l<bw, 8> >",146561.66666666666,"dynamic_vbp_f<512, 64, 8>",156699.33333333334,0,6.6857701232052165
runtime compr ram2ram [µs],"static_vbp_f<vbp_l<bw, 8> >",146634.66666666666,"dynamic_vbp_f<512, 64, 8>",156353.0,0,6.4150025908645425
runtime compr ram2ram [µs],"static_vbp_f<vbp_l<bw, 8> >",148815.0,"static_vbp_f<vbp_l<bw, 8> >",148815.0,1,0.0
runtime compr ram2ram [µs],"static_vbp_f<vbp_l<bw, 8> >",148826.33333333334,"dynamic_vbp_f<512, 64, 8>",160945.0,0,7.824266071532328
runtime compr ram2ram [µs],"static_vbp_f<vbp_l<bw, 8> >",152362.66666666666,"static_vbp_f<vbp_l<bw, 8> >",152362.66666666666,1,0.0
runtime compr ram2ram [µs],"static_vbp_f<vbp_l<bw, 8> >",152389.0,"dynamic_vbp_f<512, 64, 8>",166647.33333333334,0,8.938375879863218
runtime compr ram2ram [µs],"static_vbp_f<vbp_l<bw, 8> >",156844.66666666666,"static_vbp_f<vbp_l<bw, 8> >",156844.66666666666,1,0.0
runtime compr ram2ram [µs],"static_vbp_f<vbp_l<bw, 8> >",156958.33333333334,"dynamic_vbp_f<512, 64, 8>",168884.0,0,7.319900115290927
runtime compr ram2ram [µs],"static_vbp_f<vbp_l<bw, 8> >",162079.66666666666,"static_vbp_f<vbp_l<bw, 8> >",162079.66666666666,1,0.0
runtime compr ram2ram [µs],"static_vbp_f<vbp_l<bw, 8> >",161868.33333333334,"dynamic_vbp_f<512, 64, 8>",174967.33333333334,0,7.777679917110915
runtime compr ram2ram [µs],"static_vbp_f<vbp_l<bw, 8> >",169420.33333333334,"static_vbp_f<vbp_l<bw, 8> >",169420.33333333334,1,0.0
runtime compr ram2ram [µs],"static_vbp_f<vbp_l<bw, 8> >",170290.33333333334,"dynamic_vbp_f<512, 64, 8>",182459.66666666663,0,6.899692889203847
runtime compr ram2ram [µs],"static_vbp_f<vbp_l<bw, 8> >",170424.66666666666,"static_vbp_f<vbp_l<bw, 8> >",170424.66666666666,1,0.0
runtime compr ram2ram [µs],"static_vbp_f<vbp_l<bw, 8> >",170148.66666666666,"dynamic_vbp_f<512, 64, 8>",184064.0,0,7.857050096081644
runtime compr ram2ram [µs],"static_vbp_f<vbp_l<bw, 8> >",175474.0,"static_vbp_f<vbp_l<bw, 8> >",175474.0,1,0.0
